Date,Time,Target ppm,Calculated ppm,Vout0,Vout1,Vout2,Vout3,Vout4,Vout5,Vout6,Vout7,Vout8,Vout9,Vout10,Vout11,Vout12,Vout13,Vout14,Vout15,Vref0,Vref1,Vref2,Vref3,Vref4,Vref5,Vref6,Vref7,Vref8,Vref9,Vref10,Vref11,Vref12,Vref13,Vref14,Vref15,Vin,SHT_ID,Temp(c),%Humidity,SHT_ID,Temp(c),%Humidity,SHT_ID,Temp(c),%Humidity,SHT_ID,Temp(c),%Humidity,SHT_ID,Temp(c),%Humidity,,ID,PSIA,Deg(c),Volume,Mass,Set Point,Gas,,ID,PSIA,Deg(c),Volume,Mass,Set Point,Gas,,ID,PSIA,Deg(c),Volume,Mass,Set Point,Gas,,ID,PSIA,Deg(c),Volume,Mass,Set Point,Gas,,ID,PSIA,Deg(c),Volume,Mass,Set Point,Gas,
12/18/2023,4:12:55 PM,0,0,0.408425,0.445094,0.817296,0.386684,0.362346,0.372081,0.328598,0.358452,0.358554,0.037396,0.39449,0.042576,0.072684,0.401289,0.023474,0.380569,2.469004,1.973166,1.937471,2.519302,2.480362,2.402806,0.930546,2.398263,2.456772,1.06044,2.331804,1.011554,0.424922,2.408857,1.138464,2.350582,5.052529,1,18.51,62.35,2,19.48,60.68,3,18.51,63.38,4,19.23,59.21,5,35.85,8.51,,A,12.01,28.04,0,0,0,N2,,B,14.34,28.58,155.6,150.1,150,O2,,C,12.59,28.54,46.1,39,39,O2,,D,14.53,28.88,512.1,499.9,500,N2,,E,12.13,29.53,0.259,0.211,0.211,N2,
12/18/2023,4:12:56 PM,0,0,0.389929,0.425624,0.802369,0.377922,0.359426,0.376624,0.345472,0.326976,0.338805,-0.002425,0.389634,0.041281,0.051964,0.393842,-0.009872,0.379921,2.483931,1.979007,1.917677,2.509891,2.464136,2.391773,0.950341,2.39372,2.49724,1.096377,2.328243,1.108032,0.491938,2.417598,1.111593,2.376805,5.049597,1,18.5,62.27,2,19.49,60.7,3,18.5,63.35,4,19.22,59.18,5,35.88,8.49,,A,12.02,28.04,0,0,0,N2,,B,14.35,28.58,155.6,150.1,150,O2,,C,12.59,28.54,46,39,39,O2,,D,14.53,28.88,512.6,500.1,500,N2,,E,12.13,29.53,0.26,0.212,0.211,N2,
12/18/2023,4:12:57 PM,0,0,0.406154,0.438279,0.834494,0.373704,0.3763,0.346446,0.356181,0.358452,0.354345,0.060058,0.380892,0.053583,0.081749,0.398375,-0.023145,0.392224,2.46511,1.970246,1.947855,2.516706,2.474845,2.384958,0.973705,2.387554,2.476197,1.153033,2.288098,1.068534,0.451146,2.42731,1.177638,2.38846,5.052529,1,18.51,62.28,2,19.49,60.7,3,18.5,63.36,4,19.24,59.2,5,35.87,8.53,,A,12.02,28.04,0,0,0,N2,,B,14.34,28.56,155.4,149.8,150,O2,,C,12.59,28.55,46,39,39,O2,,D,14.53,28.85,512.9,500.7,500,N2,,E,12.13,29.53,0.259,0.211,0.211,N2,
12/18/2023,4:12:58 PM,0,0,0.405505,0.419134,0.827031,0.393174,0.375651,0.369485,0.351638,0.35683,0.371827,0.045166,0.382835,0.072684,0.075598,0.388986,-0.007282,0.378302,2.472573,1.985173,1.930981,2.496262,2.472898,2.413514,0.968513,2.387879,2.503715,1.151738,2.291012,1.141054,0.451793,2.402705,1.163393,2.357057,5.051552,1,18.5,62.26,2,19.48,60.71,3,18.51,63.39,4,19.22,59.19,5,35.88,8.51,,A,12,28.04,0,0,0,N2,,B,14.34,28.57,155.4,149.9,150,O2,,C,12.59,28.58,46.1,39,39,O2,,D,14.52,28.84,511.2,498.7,500,N2,,E,12.14,29.53,0.26,0.211,0.211,N2,
12/18/2023,4:12:59 PM,0,0,0.404531,0.429518,0.818918,0.367214,0.374353,0.364618,0.379545,0.35683,0.375065,0.022503,0.373122,0.061353,0.072037,0.404202,0.008582,0.3919,2.462514,1.986147,1.926114,2.517679,2.49464,2.397938,0.950341,2.375548,2.488499,1.137493,2.301695,1.172458,0.438196,2.406267,1.143644,2.355762,5.058069,1,18.48,62.28,2,19.48,60.7,3,18.52,63.41,4,19.24,59.21,5,35.87,8.48,,A,12.01,28.04,0,0,0,N2,,B,14.35,28.59,155.6,150.1,150,O2,,C,12.59,28.58,46.1,39,39,O2,,D,14.52,28.86,511.9,499.3,500,N2,,E,12.13,29.53,0.259,0.211,0.211,N2,
12/18/2023,4:13:00 PM,0,0,0.395445,0.432114,0.806587,0.374353,0.3763,0.371757,0.313347,0.341578,0.353374,0.003402,0.378626,0.053259,0.029626,0.383159,-0.005015,0.388015,2.484905,1.999451,1.968623,2.51411,2.499832,2.412216,0.967539,2.382687,2.501125,1.105118,2.300724,1.129075,0.431397,2.413065,1.129399,2.363855,5.053507,1,18.51,62.23,2,19.47,60.7,3,18.51,63.4,4,19.23,59.2,5,35.92,8.44,,A,12.02,28.05,0,0,0,N2,,B,14.33,28.58,155.7,150.1,150,O2,,C,12.59,28.56,46,39,39,O2,,D,14.53,28.87,511.8,499.4,500,N2,,E,12.15,29.53,0.26,0.212,0.211,N2,
12/18/2023,4:13:01 PM,0,0,0.410372,0.41524,0.815673,0.372406,0.382141,0.359426,0.355207,0.375651,0.382187,0.004373,0.331359,0.027359,0.049374,0.396756,-0.019908,0.409058,2.468355,2.004643,1.959862,2.521898,2.49464,2.398587,0.95391,2.349263,2.5076,1.125838,2.304933,1.165335,0.459239,2.430548,1.248862,2.364503,5.052855,1,18.52,62.23,2,19.48,60.69,3,18.5,63.39,4,19.26,59.21,5,35.88,8.48,,A,12.02,28.05,0,0,0,N2,,B,14.34,28.59,155.6,150,150,O2,,C,12.6,28.55,46,39,39,O2,,D,14.53,28.85,511.9,499.5,500,N2,,E,12.14,29.52,0.26,0.212,0.211,N2,
12/18/2023,4:13:02 PM,0,0,0.423352,0.430167,0.823786,0.361373,0.359426,0.35975,0.360724,0.332168,0.356935,0.038367,0.375389,0.073979,0.037396,0.395785,0.006963,0.382835,2.45862,1.995557,1.96116,2.496262,2.505024,2.404104,0.999665,2.355429,2.492384,1.16145,2.289069,1.24692,0.483844,2.440908,1.142025,2.329214,5.048293,1,18.51,62.23,2,19.48,60.68,3,18.5,63.45,4,19.23,59.17,5,35.88,8.47,,A,12.02,28.04,0,0,0,N2,,B,14.34,28.6,155.4,149.8,150,O2,,C,12.59,28.56,46,38.9,39,O2,,D,14.54,28.86,513,501,500,N2,,E,12.14,29.56,0.26,0.211,0.211,N2,
12/18/2023,4:13:03 PM,0,0,0.40226,0.433412,0.806587,0.383763,0.376624,0.379545,0.359101,0.374353,0.377979,0.021532,0.394814,0.070418,0.051641,0.381216,0.016352,0.396756,2.45213,1.979332,1.937796,2.525792,2.472898,2.381064,0.986685,2.373276,2.503392,1.128104,2.317235,1.167278,0.496794,2.427634,1.275086,2.383604,5.052529,1,18.52,62.22,2,19.5,60.67,3,18.51,63.4,4,19.23,59.17,5,35.93,8.44,,A,12.02,28.04,0,0,0,N2,,B,14.34,28.61,155.4,149.8,150,O2,,C,12.59,28.55,46,39,39,O2,,D,14.52,28.87,511.6,499,500,N2,,E,12.14,29.55,0.259,0.211,0.211,N2,
12/18/2023,4:13:04 PM,0,0,0.41816,0.420432,0.82119,0.374028,0.378247,0.350664,0.35683,0.360075,0.355316,-0.041923,0.386072,0.037719,0.035777,0.366647,0.019913,0.381216,2.46511,2.010484,1.954994,2.514434,2.476467,2.393071,0.959102,2.358349,2.496269,1.044253,2.324682,1.137169,0.538882,2.409504,1.245949,2.355114,5.058395,1,18.49,62.17,2,19.48,60.7,3,18.5,63.42,4,19.26,59.16,5,35.88,8.48,,A,12.01,28.04,0,0,0,N2,,B,14.34,28.58,155.5,150,150,O2,,C,12.59,28.56,46.1,39,39,O2,,D,14.53,28.87,511.4,499,500,N2,,Pov,E,12.14,29.54,0.26,0.211,0.211,N2
12/18/2023,4:13:05 PM,0,0,0.387008,0.424975,0.813726,0.377598,0.377598,0.360075,0.334115,0.361373,0.365029,0.004373,0.338805,0.013762,0.07495,0.408411,0.031244,0.399022,2.469977,2.007239,1.966352,2.513461,2.503726,2.391773,0.987009,2.382687,2.503715,1.011231,2.295868,1.114506,0.534025,2.397202,1.19771,2.385547,5.050574,1,18.52,62.18,2,19.46,60.68,3,18.5,63.43,4,19.24,59.18,5,35.86,8.47,,A,12.03,28.04,0,0,0,N2,,B,14.35,28.59,155.4,150,150,O2,,C,12.59,28.56,46,39,39,O2,,D,14.53,28.88,512.7,500.4,500,N2,,E,12.13,29.53,0.259,0.211,0.211,N2,
12/18/2023,4:13:06 PM,0,0,0.384737,0.421081,0.808534,0.376624,0.358452,0.363644,0.358128,0.358777,0.342043,-0.028002,0.384454,0.013762,0.051641,0.414562,-0.010843,0.368914,2.462838,1.99361,1.945908,2.50762,2.480037,2.379117,0.987334,2.358998,2.494974,1.070153,2.29004,1.171486,0.498413,2.436052,1.137169,2.367417,5.06035,1,18.54,62.21,2,19.47,60.71,3,18.48,63.43,4,19.24,59.19,5,35.88,8.49,,A,12.01,28.04,0,0,0,N2,,B,14.34,28.6,155.5,149.9,150,O2,,C,12.59,28.58,45.9,38.9,39,O2,,D,14.53,28.87,510.8,498.4,500,N2,,E,12.14,29.53,0.259,0.211,0.211,N2,
12/18/2023,4:13:07 PM,0,0,0.386035,0.423677,0.836117,0.391227,0.368512,0.362346,0.364293,0.337684,0.366647,0.020561,0.369561,0.049374,0.037396,0.387691,0.00664,0.38154,2.48166,1.99718,1.95467,2.518977,2.490097,2.404104,0.969486,2.360945,2.485585,1.133284,2.300724,1.240769,0.459239,2.404648,1.146881,2.364179,5.048293,1,18.5,62.2,2,19.51,60.71,3,18.5,63.42,4,19.25,59.17,5,35.86,8.47,,A,12.01,28.05,0,0,0,N2,,B,14.33,28.59,155.6,150,150,O2,,C,12.58,28.56,45.8,38.7,39,O2,,D,14.53,28.88,511.1,498.7,500,N2,,E,12.13,29.54,0.259,0.211,0.211,N2,
12/18/2023,4:13:08 PM,0,0,0.38928,0.43471,0.804316,0.384088,0.361048,0.370134,0.326327,0.350015,0.388015,0.030597,0.36859,0.005345,0.041928,0.378302,-0.005015,0.39708,2.462838,2.015027,1.951749,2.509891,2.476792,2.395342,0.98993,2.3577,2.486557,1.067239,2.295868,1.190264,0.455354,2.425368,1.07339,2.368388,5.054485,1,18.52,62.18,2,19.48,60.7,3,18.49,63.44,4,19.24,59.16,5,35.85,8.48,,A,12.02,28.04,0,0,0,N2,,B,14.34,28.6,155.4,149.8,150,O2,,C,12.58,28.56,46,39,39,O2,,D,14.54,28.88,512.4,500.4,500,N2,,E,12.15,29.53,0.259,0.211,0.211,N2,
12/18/2023,4:13:09 PM,0,0,0.407127,0.410372,0.805289,0.359426,0.350664,0.365916,0.341578,0.350015,0.339453,0.007611,0.385101,0.043547,0.008582,0.399022,-0.001454,0.372799,2.44564,2.002372,1.979981,2.530984,2.462189,2.386905,0.972407,2.368733,2.478463,1.094434,2.285832,1.29354,0.467333,2.41695,1.060764,2.381014,5.049922,1,18.52,62.19,2,19.49,60.69,3,18.48,63.44,4,19.22,59.16,5,35.86,8.44,,A,12.02,28.05,0,0,0,N2,,B,14.33,28.59,155.8,150.1,150,O2,,C,12.59,28.58,46,38.9,39,O2,,D,14.53,28.88,512.6,500.4,500,N2,,E,12.14,29.53,0.258,0.21,0.211,N2,
12/18/2023,4:13:10 PM,0,0,0.404207,0.410048,0.791011,0.387657,0.367214,0.358128,0.333466,0.339631,0.359201,0.006963,0.395461,0.032539,0.060058,0.37895,0.000488,0.386072,2.470302,2.004968,1.971219,2.517355,2.478414,2.41319,0.972407,2.359647,2.472312,1.154975,2.300724,1.242711,0.519457,2.424397,1.010907,2.396554,5.056114,1,18.52,62.19,2,19.48,60.71,3,18.5,63.45,4,19.25,59.16,5,35.86,8.51,,A,12.01,28.04,0,0,0,N2,,B,14.35,28.59,155.5,150,150,O2,,C,12.59,28.56,46,39,39,O2,,D,14.54,28.88,512.4,500.4,500,N2,,E,12.14,29.56,0.259,0.211,0.211,N2,
12/18/2023,4:13:11 PM,0,0,0.390253,0.424326,0.806263,0.367538,0.391876,0.377273,0.341903,0.357803,0.392547,0.009877,0.368266,0.06459,0.047108,0.39449,-0.008577,0.392547,2.453428,1.989716,1.973815,2.499507,2.485878,2.395018,0.978248,2.378793,2.470693,1.255661,2.311408,1.326562,0.485787,2.425692,1.013497,2.381662,5.053181,1,18.53,62.19,2,19.48,60.71,3,18.51,63.46,4,19.25,59.2,5,35.89,8.52,,A,12.01,28.05,0,0,0,N2,,B,14.34,28.61,155.3,149.7,150,O2,,C,12.58,28.56,46,38.9,39,O2,,D,14.53,28.88,511.9,499.6,500,N2,,E,12.14,29.58,0.258,0.21,0.211,N2,
12/18/2023,4:13:12 PM,0,0,0.396743,0.403558,0.80172,0.399015,0.365916,0.362346,0.341903,0.337684,0.375712,-0.017642,0.389634,0.033511,0.047756,0.395137,-0.03221,0.387044,2.467057,2.000749,1.962133,2.516706,2.514434,2.398263,0.99642,2.371654,2.483319,1.308756,2.267054,1.182494,0.448556,2.428605,0.957812,2.395907,5.051552,1,18.53,62.18,2,19.46,60.7,3,18.5,63.43,4,19.24,59.21,5,35.88,8.48,,A,12.01,28.06,0,0,0,N2,,B,14.34,28.59,155.5,149.9,150,O2,,C,12.58,28.59,46.1,39,39,O2,,D,14.53,28.87,512.2,499.7,500,N2,,E,12.14,29.56,0.258,0.21,0.211,N2,
12/18/2023,4:13:13 PM,0,0,0.393174,0.418809,0.792634,0.381492,0.357803,0.362671,0.34677,0.340929,0.372151,-0.000807,0.367942,0.053583,0.042252,0.411648,-0.010519,0.37895,2.464461,2.002372,1.970246,2.520924,2.496587,2.418382,0.980195,2.375223,2.467779,1.247891,2.302343,1.258251,0.449203,2.427634,0.925761,2.37292,5.059373,1,18.54,62.21,2,19.49,60.68,3,18.49,63.46,4,19.25,59.18,5,35.89,8.5,,A,12.01,28.05,0,0,0,N2,,B,14.33,28.6,155.5,149.8,150,O2,,C,12.6,28.59,46.1,39,39,O2,,D,14.54,28.87,511.7,499.7,500,N2,,E,12.14,29.54,0.26,0.212,0.211,N2,
12/18/2023,4:13:14 PM,0,0,0.421081,0.404207,0.823137,0.392849,0.382465,0.374353,0.340605,0.347744,0.345604,0.008582,0.387691,0.071065,0.045489,0.402907,0.00664,0.379921,2.489123,2.021517,1.976411,2.50405,2.493017,2.394044,0.996744,2.382362,2.47911,1.187674,2.305904,1.229437,0.447261,2.426015,0.963963,2.362237,5.051552,1,18.52,62.17,2,19.45,60.72,3,18.5,63.48,4,19.27,59.18,5,35.88,8.53,,A,12.01,28.05,0,0,0,N2,,B,14.33,28.61,155.9,150.2,150,O2,,C,12.59,28.59,45.9,38.9,39,O2,,D,14.53,28.88,512.7,500.5,500,N2,,E,12.14,29.55,0.26,0.211,0.211,N2,
12/18/2023,4:13:15 PM,0,0,0.3922,0.388306,0.794905,0.368836,0.3763,0.381492,0.334764,0.366889,0.333301,0.004697,0.374094,0.030597,0.023798,0.405821,-0.026059,0.388662,2.462514,1.982577,1.971868,2.507295,2.48815,2.39015,1.000314,2.366462,2.487852,1.17181,2.302019,1.224581,0.440786,2.394288,1.034541,2.377129,5.049597,1,18.52,62.18,2,19.47,60.73,3,18.46,63.45,4,19.25,59.17,5,35.85,8.48,,A,12.02,28.05,0,0,0,N2,,B,14.34,28.6,155.7,150.1,150,O2,,C,12.59,28.59,46,38.9,39,O2,,D,14.55,28.88,512.4,500.8,500,N2,,E,12.14,29.54,0.259,0.211,0.211,N2,
12/18/2023,4:13:16 PM,0,0,0.394472,0.412968,0.79523,0.3763,0.357154,0.386035,0.326976,0.348717,0.362762,-0.044836,0.364381,0.065238,0.054878,0.385425,0.031568,0.408087,2.466083,1.992961,1.986147,2.497236,2.484905,2.394693,0.982466,2.381389,2.517313,1.135874,2.304609,1.240121,0.492262,2.441232,1.085045,2.391374,5.055462,1,18.53,62.19,2,19.47,60.75,3,18.5,63.44,4,19.25,59.15,5,35.85,8.49,,A,12.02,28.05,0,0,0,N2,,B,14.34,28.59,155.8,150.2,150,O2,,C,12.59,28.58,46.1,39,39,O2,,D,14.52,28.88,511.7,499.1,500,N2,,E,12.14,29.55,0.259,0.211,0.211,N2,
12/18/2023,4:13:17 PM,0,0,0.38571,0.407127,0.789389,0.386035,0.365916,0.360399,0.33087,0.355207,0.367942,0.005992,0.383482,0.067504,0.044194,0.401936,-0.000483,0.418447,2.473871,2.013729,1.977709,2.505997,2.499832,2.403779,0.967539,2.358674,2.483643,1.226847,2.30558,1.180228,0.457944,2.408533,1.109327,2.37551,5.047967,1,18.52,62.16,2,19.45,60.73,3,18.49,63.45,4,19.25,59.18,5,35.86,8.46,,A,12.03,28.05,0,0,0,N2,,B,14.34,28.61,155.8,150.2,150,O2,,C,12.59,28.59,46,38.9,39,O2,,D,14.52,28.88,512.1,499.4,500,N2,,E,12.15,29.54,0.258,0.21,0.211,N2,
12/18/2023,4:13:18 PM,0,0,0.401286,0.423028,0.828004,0.368187,0.342552,0.3763,0.357803,0.357803,0.369885,-0.005663,0.390929,0.066533,0.021208,0.398051,0.000812,0.393842,2.470626,1.98712,1.944286,2.523196,2.496911,2.386581,0.962023,2.364839,2.487852,1.164688,2.303314,1.13296,0.496471,2.39623,1.167278,2.370007,5.060676,1,18.52,62.19,2,19.46,60.72,3,18.48,63.47,4,19.24,59.18,5,35.86,8.5,,A,12.01,28.05,0,0,0,N2,,B,14.33,28.61,155.4,149.7,150,O2,,C,12.59,28.6,46,38.9,39,O2,,D,14.53,28.88,513.6,501.3,500,N2,,E,12.14,29.55,0.26,0.211,0.211,N2,
12/18/2023,4:13:19 PM,0,0,0.398366,0.442498,0.781925,0.378247,0.365267,0.381492,0.34028,0.338009,0.370532,-0.031563,0.365029,0.020237,0.024769,0.391252,0.002755,0.402584,2.469653,1.992961,1.968299,2.511838,2.461216,2.38366,0.986685,2.372627,2.491089,1.108032,2.320473,1.073067,0.512982,2.37551,1.124543,2.353495,5.050248,1,18.52,62.17,2,19.49,60.71,3,18.5,63.48,4,19.23,59.15,5,35.87,8.47,,A,12.01,28.05,0,0,0,N2,,B,14.34,28.6,155.6,150,150,O2,,C,12.59,28.6,46.1,39,39,O2,,D,14.54,28.88,513.2,501.2,500,N2,,E,12.14,29.55,0.26,0.212,0.211,N2,
12/18/2023,4:13:20 PM,0,0,0.39577,0.418485,0.784846,0.362995,0.355856,0.370783,0.339631,0.367538,0.364057,-0.008253,0.394814,0.028007,0.042252,0.393195,0.039338,0.379274,2.461216,1.99718,2.007239,2.511514,2.456997,2.406051,0.947096,2.383336,2.476197,1.146234,2.297487,1.07598,0.526579,2.415655,1.101233,2.386518,5.051878,1,18.54,62.18,2,19.47,60.74,3,18.48,63.44,4,19.22,59.12,5,35.89,8.5,,A,12.01,28.05,0,0,0,N2,,B,14.34,28.59,155.6,150.1,150,O2,,C,12.6,28.59,46.1,39.1,39,O2,,D,14.54,28.88,512.5,500.5,500,N2,,E,12.14,29.54,0.259,0.211,0.211,N2,
12/18/2023,4:13:21 PM,0,0,0.394147,0.413942,0.820216,0.368187,0.355532,0.365267,0.334764,0.342227,0.362762,0.032539,0.370209,0.068799,0.052936,0.372475,0.035777,0.415857,2.462838,2.026385,1.991014,2.504699,2.474845,2.388203,1.004857,2.362568,2.464542,1.17699,2.303962,1.066268,0.527227,2.409504,1.091844,2.365798,5.051878,1,18.55,62.15,2,19.48,60.7,3,18.51,63.48,4,19.24,59.12,5,35.86,8.45,,A,12.01,28.05,0,0,0,N2,,B,14.33,28.6,155.8,150.1,150,O2,,C,12.59,28.59,46,39,39,O2,,D,14.53,28.88,511.7,499.2,500,N2,,E,12.14,29.54,0.259,0.211,0.211,N2,
